company Name,Question
Grubhub, Do you know what gradient descent is?
CorrelationOne, Basic machine learning
Protagonist, How do you filter the outliers from your data?
Grubhub, How do random forests treat categorical variables?
Facebook," the probability of getting a pair, a straight in 52 cards"
SSMHealth, Tell me about some interesting problems that you have solved.
Spotify, Present a solution to a data assignment with a vague question.
Spotify, Hypothetical business questions related to Spotify's data.
LMI, How would you separate many text documents if presented a multimodal graph of the number of documents versus the frequency of one word?
Amyris," Basic behavioral questions about how to juggle projects, leadership style, etc. "
CapitalOne, Interpret this ANOVA table.
MarketShare, Hash table
CapitalOne, What is VIF (in regression output)?
CapitalOne, Are false positives or false negatives more important?
CapitalOne, How do you learn something new?
MunicipalCreditUnion, if I would consent to a background and credit check
Uptake, How to you detect outline?
CapitalOne, Describe a time you worked on a team.
CapitalOne, Difference between random forest and gradient boosted tree.
CapitalOne, What does regularization do?
AllianceofAmericanFootball, Brainstorm data modeling over different scenarios.
CapitalOne, Write pseudocode for map reduce
Sovrn, What is the GIL in Python?
Uber," Here's an ugly data set. Do exploratory analysis. Create visualizations. Discuss. Build a predictive model with different approaches, concerns,validity, performance..."
Lyft, What is the lifetime value of a driver?
Facebook, some sql question dealing with join func
Facebook, If you implement a new feature to FB how would you measure the success
6sense," The training data is pulled from raw logs. It has three columns that record user activity over time: user_id: A hash that uniquely identifies the user. activity_date: The date of the activity activity_type: The type of activity 6sense would like to predict which users will purchase given the user's activities. Using the training data, build a model that predicts which user_id's will make a purchase in the future. Use the model to score the test data from most likely to least likely to purchase. Please submit the following: (1) Descibe which activity types you believe are most useful in predicting which user will purchase in the future. (2) Provide a file containing the 1000 user_id's most likely to convert. (3) [optional] Any work used to generate the list and/or notes you'd like to include. "
EllingtonManagementGroup," This is the dataset that we are working on. Which aspects are you going to look at, and how?"
1010data, probability question machine learning algorithm
SecondMeasure, I had used AR model in my project (write-up). Why did you decide to use AR model over any other model?
SecondMeasure, How will you detect bias in a dataset if the population/users keep changing due to dropout? 
SecondMeasure, What kind of hypothesis testing can you use to detect bias? 
Wink, sketch a sudo code to check if Sudoku (the game) is Right.
DigitalReasoning, What data modeling tools are you using?
JUULLabs, Questions based on your Resume
